FrameNumber;Time(ms);xAngle(°);yAngle(°);zAngle(°)
472;5384;4;355;217;
473;5393;4;355;217;
474;5404;4;355;216;
475;5420;4;355;216;
476;5427;4;355;215;
477;5438;4;355;215;
478;5451;4;355;214;
479;5460;4;355;214;
480;5471;4;355;214;
481;5484;4;355;213;
482;5494;4;355;213;
483;5505;4;355;212;
484;5518;4;355;211;
485;5529;5;355;210;
486;5539;6;355;208;
487;5551;7;355;207;
488;5561;7;355;206;
489;5572;7;355;205;
490;5585;7;355;205;
491;5595;7;356;204;
492;5606;7;356;203;
493;5620;7;356;203;
494;5629;7;356;203;
495;5639;6;356;202;
496;5652;6;357;201;
497;5662;6;357;201;
498;5673;6;357;200;
499;5686;6;357;199;
500;5695;6;357;199;
501;5706;6;357;198;
502;5720;6;357;197;
503;5729;7;357;197;
504;5740;7;357;196;
505;5753;7;357;195;
506;5762;7;357;195;
507;5773;7;357;194;
508;5786;7;357;194;
509;5796;6;357;193;
510;5807;6;358;193;
511;5822;5;358;192;
512;5830;5;358;192;
513;5840;4;358;191;
514;5854;3;358;191;
515;5862;2;359;191;
516;5874;2;359;190;
517;5888;1;359;190;
518;5899;1;359;189;
519;5907;1;359;188;
520;5921;0;359;188;
521;5929;0;359;187;
522;5940;0;359;186;
523;5955;0;359;186;
524;5963;0;358;185;
525;5974;359;358;184;
526;5988;359;358;183;
527;5997;358;358;183;
528;6008;358;358;182;
529;6023;357;358;182;
530;6030;357;358;181;
531;6041;357;358;180;
532;6055;357;358;179;
533;6066;357;358;178;
534;6074;357;358;178;
535;6088;357;358;177;
536;6097;357;358;177;
537;6108;357;358;176;
538;6122;357;358;176;
539;6131;356;358;175;
540;6143;356;358;174;
541;6152;356;358;173;
542;6163;356;357;173;
543;6176;356;357;172;
544;6186;356;357;171;
545;6197;355;357;171;
546;6210;355;357;170;
547;6221;355;357;170;
548;6231;355;356;169;
549;6244;355;356;168;
550;6254;354;356;168;
551;6265;354;356;167;
552;6278;354;356;166;
553;6287;355;356;165;
554;6298;355;356;165;
555;6312;355;356;164;
556;6321;354;356;164;
557;6332;354;356;164;
558;6345;354;356;164;
559;6354;354;356;163;
560;6365;354;356;162;
561;6378;353;356;161;
562;6388;353;356;161;
563;6399;353;356;160;
564;6412;354;356;160;
565;6423;353;355;160;
566;6432;353;355;160;
567;6445;353;355;159;
568;6455;353;354;159;
569;6466;353;353;158;
570;6480;353;352;157;
571;6488;353;352;157;
572;6499;352;352;156;
573;6512;352;352;156;
574;6525;352;353;155;
575;6533;352;353;155;
576;6548;352;353;154;
577;6557;351;353;154;
578;6566;351;353;153;
579;6580;351;353;153;
580;6593;351;353;152;
581;6600;351;354;152;
582;6613;351;354;151;
583;6624;351;354;151;
584;6634;351;354;150;
585;6646;351;354;149;
586;6656;351;353;149;
587;6667;351;353;148;
588;6680;351;353;148;
589;6689;351;353;147;
590;6700;351;353;147;
591;6713;351;353;146;
592;6723;351;353;146;
593;6734;351;353;145;
594;6747;351;352;144;
595;6756;351;352;144;
596;6767;351;352;143;
597;6781;351;353;142;
598;6794;351;353;142;
599;6802;351;353;141;
600;6814;351;353;141;
601;6824;350;353;140;
602;6834;350;354;139;
603;6847;350;354;139;
604;6857;351;353;138;
605;6867;351;353;137;
606;6881;351;353;136;
607;6898;351;353;136;
608;6904;350;353;135;
609;6914;350;353;134;
610;6926;350;353;134;
611;6934;350;353;133;
612;6948;350;353;132;
613;6957;350;353;131;
614;6968;350;353;130;
615;6981;349;353;130;
616;6990;349;353;129;
617;7001;349;353;128;
618;7015;349;353;127;
619;7026;349;353;126;
620;7035;350;353;125;
621;7048;350;353;124;
622;7058;350;352;123;
623;7069;350;352;123;
624;7082;350;352;122;
625;7091;350;352;121;
626;7102;350;352;120;
627;7115;350;352;120;
628;7125;350;352;119;
629;7137;350;351;119;
630;7149;351;351;118;
631;7161;351;351;117;
632;7169;351;351;117;
633;7183;351;351;116;
634;7191;351;351;116;
635;7203;351;351;115;
636;7216;351;351;115;
637;7228;351;351;114;
638;7236;352;351;113;
639;7250;352;350;113;
640;7259;352;350;112;
641;7270;352;350;112;
642;7283;352;350;111;
643;7292;352;350;111;
644;7304;353;350;110;
645;7317;353;350;109;
646;7326;353;350;108;
647;7337;353;350;108;
648;7351;353;350;107;
649;7363;353;350;106;
650;7371;354;350;105;
651;7390;354;350;105;
652;7402;354;349;104;
653;7409;354;349;103;
654;7421;355;349;103;
655;7432;355;349;102;
656;7441;355;349;102;
657;7451;355;349;102;
658;7466;355;350;101;
659;7475;355;350;101;
660;7489;355;350;101;
661;7497;355;350;100;
662;7504;355;350;99;
663;7518;355;350;99;
664;7530;355;350;98;
665;7539;355;350;98;
666;7551;355;350;97;
667;7560;355;350;96;
668;7572;355;350;96;
669;7585;355;350;95;
670;7594;355;349;94;
671;7605;355;349;93;
672;7618;355;349;93;
673;7627;355;349;92;
674;7641;355;349;91;
675;7651;356;349;90;
676;7661;356;349;89;
677;7672;356;349;88;
678;7685;356;349;88;
679;7694;356;349;87;
680;7705;357;348;86;
681;7718;357;348;85;
682;7731;357;348;84;
683;7739;357;348;83;
684;7752;357;348;82;
685;7761;357;348;82;
686;7773;357;347;81;
687;7786;357;347;80;
688;7795;357;347;79;
689;7806;357;347;78;
690;7819;357;347;78;
691;7828;357;347;77;
692;7842;357;347;77;
693;7853;357;347;77;
694;7862;357;347;76;
695;7873;357;347;76;
696;7886;357;347;76;
697;7896;357;347;75;
698;7906;358;347;75;
699;7920;358;347;75;
700;7929;358;347;74;
701;7940;358;347;74;
702;7953;358;347;74;
703;7963;358;347;74;
704;7973;358;347;73;
705;7987;358;347;73;
706;7996;358;348;73;
707;8007;358;348;72;
708;8020;358;349;72;
709;8029;358;349;71;
710;8042;358;349;71;
711;8054;358;349;70;
712;8063;358;349;70;
713;8074;358;349;69;
714;8088;358;350;68;
715;8096;358;350;68;
716;8108;358;350;67;
717;8121;358;350;66;
718;8130;358;350;65;
719;8141;358;351;64;
720;8154;358;351;63;
721;8164;358;351;63;
722;8175;358;351;62;
723;8188;358;351;61;
724;8199;358;351;60;
725;8208;358;352;60;
726;8222;358;352;59;
727;8230;358;352;59;
728;8243;358;352;58;
729;8255;358;352;58;
730;8264;358;352;57;
731;8275;359;352;57;
732;8289;359;352;56;
733;8298;359;352;56;
